GEO2_MX,absolute_change
484012035,-245.0
484012036,-100.0
484012037,3289.0
484012038,0.0
484012039,4250.0
484012040,-733.0
484012041,-1478.0
484012042,-1067.0
484012043,-146.0
484012044,-169.0
484012045,3457.0
484012046,-2979.0
484012047,-988.0
484012048,-622.0
484012049,-520.0
484012050,3186.0
484012051,-443.0
484012052,-1976.0
484012053,-2436.0
484012054,4889.0
484012055,-4991.0
484012056,-987.0
484012057,-2943.0
484012058,-1603.0
484012059,-1694.0
484012060,-1378.0
484012061,1114.0
484012062,-2245.0
484012063,-122.0
484012064,61.0
484012065,-1145.0
484012066,-5317.0
484012067,-528.0
484012068,-1008.0
484012069,198.0
484012070,-1308.0
484012071,-326.0
484012072,-1399.0
484012073,-1379.0
484012074,330.0
484013001,-1034.0
484013002,477.0
484013003,18024.0
484013004,1568.0
484013005,12426.0
484013006,12066.0
484013007,4222.0
484013008,-1282.0
484013009,16000.0
484013010,7630.0
484013011,2810.0
484013012,-1052.0
484013013,2190.0
484013014,4137.0
484013015,1498.0
484013016,25111.0
484013017,1860.0
484013018,-520.0
484013019,20998.0
484013020,220.0
484013021,17704.0
484013022,27965.0
484013023,3075.0
484013024,445.0
484013025,1789.0
484013026,1853.0
484013027,4994.0
484013028,966.0
484013029,3682.0
484013030,-1182.0
484013031,12123.0
484013032,24038.0
484013033,1877.0
484013034,685.0
484013035,7378.0
484013036,-518.0
484013037,-3206.0
484013038,281.0
484013039,5509.0
484013040,597.0
484013041,2717.0
484013042,940.0
484013043,-1242.0
484013044,5159.0
484013045,1800.0
484013046,580.0
484013047,1134.0
484013048,9703.0
484013049,13941.0
484013050,970.0
484013051,-203.0
484013052,-865.0
484013053,-702.0
484013054,-858.0
484013055,2232.0
484013056,-851.0
484013057,-2127.0
484013058,747.0
484013059,-110.0
484013060,2053.0
484013061,-331.0
484013062,-1777.0
484013063,410.0
484013064,420.0
484013065,1149.0
484013066,-1521.0
484013067,-1848.0
484013068,-1308.0
484013069,-1755.0
484013070,1001.0
484013071,-956.0
484013072,792.0
484013073,78.0
484013074,108.0
484013075,-1434.0
484013076,2023.0
484013077,152.0
484013078,-273.0
484013079,-1622.0
484013080,874.0
484013081,-1085.0
484013082,-3990.0
484014001,172.0
484014002,-42.0
484014003,-71.0
484014004,4249.0
484014005,404.0
484014006,-1133.0
484014007,605.0
484014008,56.0
484014009,1331.0
484014010,-95.0
484014011,298.0
484014012,982.0
484014013,430.0
484014014,73.0
484014015,-165.0
484014016,-1861.0
484014017,-251.0
484014018,-2055.0
484014019,201.0
484014020,0.0
484014021,-293.0
484014022,60.0
484014023,4384.0
484014024,1204.0
484014025,4069.0
484014026,745.0
484014027,-531.0
484014028,23.0
484014029,-374.0
484014030,1119.0
484014031,-213.0
484014032,-301.0
484014033,-600.0
484014034,385.0
484014035,-3804.0
484014036,-155.0
484014037,2121.0
484014038,429.0
484014039,-13778.0
484014040,-101.0
484014041,78.0
484014042,0.0
484014043,-1091.0
484014044,482.0
484014045,-681.0
484014046,383.0
484014047,192.0
484014048,-2192.0
484014049,-29.0
484014050,-1143.0
484014051,1826.0
484014052,341.0
484014053,-17055.0
484014054,584.0
484014055,-254.0
484014056,-166.0
484014057,3562.0
484014058,-941.0
484014059,-410.0
484014060,625.0
484014061,0.0
484014062,-125.0
484014063,768.0
484014064,-5384.0
484014065,-80.0
484014066,-2499.0
484014067,608.0
484014068,-1517.0
484014069,-231.0
484014070,-1127.0
484014071,84.0
484014072,2371.0
484014073,-1492.0
484014074,-717.0
484014075,376.0
484014076,-20.0
484014077,388.0
484014078,-1374.0
484014079,903.0
484014080,-368.0
484014081,457.0
484014082,346.0
484014083,-295.0
484014084,0.0
484014085,-2833.0
484014086,-299.0
484014087,186.0
484014088,-212.0
484014089,143.0
484014090,76.0
484014091,-5267.0
484014092,474.0
484014093,-8597.0
484014094,409.0
484014095,1218.0
484014096,-879.0
484014097,-532.0
484014098,-11308.0
484014099,1206.0
484014100,0.0
484014101,-10281.0
484014102,472.0
484014103,284.0
484014104,-71.0
484014105,-757.0
484014106,624.0
484014107,146.0
484014108,-599.0
484014109,-1513.0
484014110,944.0
484014111,612.0
484014112,711.0
484014113,-389.0
484014114,-266.0
484014115,141.0
484014116,-1342.0
484014117,1269.0
484014118,397.0
484014119,713.0
484014120,-27425.0
484014121,485.0
484014122,-531.0
484014123,398.0
484014124,-2300.0
484015001,-1673.0
484015002,-352.0
484015003,1217.0
484015004,2852.0
484015005,-554.0
484015006,2338.0
484015007,35.0
484015008,2355.0
484015009,747.0
484015010,3297.0
484015011,-34101.0
484015012,1866.0
484015013,5233.0
484015014,-25.0
484015015,1660.0
484015016,99.0
484015017,-42.0
484015018,1341.0
484015019,3182.0
484015020,12456.0
484015021,-3940.0
484015022,916.0
484015023,1161.0
484015024,-9756.0
484015025,-6468.0
484015026,497.0
484015027,505.0
484015028,3303.0
484015029,3497.0
484015030,4818.0
484015031,542.0
484015032,213.0
484015033,2162.0
484015034,-121.0
484015035,4772.0
484015036,111.0
484015037,3614.0
484015038,-1643.0
484015039,204.0
484015040,-4230.0
484015041,20590.0
484015042,7261.0
484015043,-773.0
484015044,1286.0
484015045,-643.0
484015046,-3221.0
484015047,561.0
484015048,815.0
484015049,-420.0
484015050,1362.0
484015051,6440.0
484015052,11666.0
484015053,1093.0
484015054,-673.0
484015055,15097.0
484015056,1145.0
484015057,-1992.0
484015058,-33.0
484015059,309.0
484015060,1010.0
484015061,-1400.0
484015062,-421.0
484015063,142.0
484015064,118.0
484015065,2634.0
484015066,6526.0
484015067,-1818.0
484015068,304.0
484015069,2277.0
484015070,1143.0
484015071,-8840.0
484015072,489.0
484015073,-2.0
484015074,3113.0
484015075,3983.0
484015076,631.0
484015077,-1716.0
484015078,-4422.0
484015079,-5359.0
484015080,1704.0
484015081,-403.0
484015082,-1115.0
484015083,-1574.0
484015084,828.0
484015085,-946.0
484015086,275.0
484015087,-2926.0
484015088,2467.0
484015089,1821.0
484015090,73.0
484015091,133.0
484015092,518.0
484015093,9468.0
484015094,3590.0
484015095,10104.0
484015096,-755.0
484015097,-554.0
484015098,2857.0
484015099,-1290.0
484015100,-10836.0
484015101,6258.0
484015102,2541.0
484015103,1744.0
484015104,-1369.0
484015105,-458.0
484015106,-1209.0
484015107,-4806.0
484015108,396.0
484015109,14.0
484015110,866.0
484015111,1804.0
484015112,-2305.0
484015113,-1161.0
484016001,216.0
484016002,-1320.0
484016003,-1949.0
484016004,-19012.0
484016005,315.0
484016006,-4048.0
484016007,2111.0
484016008,0.0
484016009,-1367.0
484016010,0.0
484016011,32409.0
484016012,-394.0
484016013,-505.0
484016014,-368.0
484016015,3556.0
484016016,-1195.0
484016017,-5203.0
484016018,-140.0
484016019,-1221.0
484016020,982.0
484016021,-643.0
484016022,-1992.0
484016023,-438.0
484016024,-1381.0
484016025,-1788.0
484016026,59752.0
484016027,-841.0
484016028,130.0
484016029,-523.0
484016030,16.0
484016031,-571.0
484016032,78.0
484016033,-9758.0
484016034,-2625.0
484016035,-1673.0
484016036,-371.0
484016037,-5446.0
484016038,-159.0
484016039,9198.0
484016040,-543.0
484016041,63.0
484016042,-3587.0
484016043,-951.0
484016044,-3271.0
484016045,-600.0
484016046,-1837.0
484016047,-795.0
484016048,-605.0
484016049,-7069.0
484016050,0.0
484016051,-37758.0
484016052,-2145.0
484016053,-1855.0
484016054,-1724.0
484016055,3243.0
484016056,-1399.0
484016057,-240.0
484016058,2717.0
484016059,-360.0
484016060,473.0
484016061,1560.0
484016062,-1591.0
484016063,-706.0
484016064,-1466.0
484016065,-1910.0
484016066,-988.0
484016067,-2445.0
484016068,-685.0
484016069,439.0
484016070,-1683.0
484016071,1248.0
484016072,-1032.0
484016073,-109.0
484016074,-598.0
484016075,-248.0
484016076,-4584.0
484016077,-947.0
484016078,-364.0
484016079,-2772.0
484016080,-1010.0
484016081,-2012.0
484016082,-804.0
484016083,-506.0
484016084,-309.0
484016085,-2197.0
484016086,2906.0
484016087,515.0
484016088,862.0
484016089,-1715.0
484016090,-1601.0
484016091,139.0
484016092,174.0
484016093,-247.0
484016094,-1377.0
484016095,-1225.0
484016096,-1691.0
484016097,557.0
484016098,-536.0
484016099,-4587.0
484016100,-1438.0
484016101,-1542.0
484016102,-514.0
484016103,-847.0
484016104,-779.0
484016105,-10663.0
484016106,194.0
484016107,-5071.0
484016108,183.0
484016109,-5987.0
484017001,-1131.0
484017002,-715.0
484017003,1287.0
484017004,-4338.0
484017005,1023.0
484017006,10913.0
484017007,5134.0
484017008,-714.0
484017009,866.0
484017010,444.0
484017011,-1446.0
484017012,2903.0
484017013,7246.0
484017014,-257.0
484017015,-2614.0
484017016,-555.0
484017017,290.0
484017018,1640.0
484017019,-1100.0
484017020,-2032.0
484017021,1796.0
484017022,1036.0
484017023,4314.0
484017024,-3094.0
484017025,6270.0
484017026,-263.0
484017027,2269.0
484017028,807.0
484017029,-5469.0
484017030,-116.0
484017031,3009.0
484017032,-512.0
484018001,722.0
484018002,-214.0
484018003,697.0
484018004,0.0
484018005,6232.0
484018006,4046.0
484018007,-1380.0
484018008,1857.0
484018009,0.0
484018010,-553.0
484018011,220.0
484018012,0.0
484018013,411.0
484018014,-406.0
484018015,0.0
484018016,374.0
484018017,-6892.0
484018018,-697.0
484018019,0.0
484019001,232.0
484019002,105.0
484019003,715.0
484019004,713.0
484019005,0.0
484019006,2371.0
484019007,2432.0
484019008,350.0
484019009,308.0
484019010,6.0
484019011,5134.0
484019012,455.0
484019013,0.0
484019014,0.0
484019015,32.0
484019016,0.0
484019017,0.0
484019018,485.0
484019019,15771.0
484019020,390.0
484019021,4532.0
484019022,0.0
484019023,20.0
484019024,412.0
484019025,130.0
484019026,3031.0
484019027,190.0
484019028,6.0
484019029,14167.0
484019030,52.0
484019031,-517.0
484019032,0.0
484019033,-1007.0
484019034,62.0
484019035,-5.0
484019036,1456.0
484019037,0.0
484019038,0.0
484019039,1696.0
484019040,103.0
484019041,117.0
484019042,38.0
484019043,266.0
484019044,4192.0
484019045,16.0
484019046,9504.0
484019047,321.0
484019048,7974.0
484019049,-131.0
484019050,31.0
484019051,3.0
484020001,121.0
484020002,-280.0
484020003,93.0
484020004,226.0
484020005,0.0
484020006,1828.0
484020007,627.0
484020008,7.0
484020009,1099.0
484020010,0.0
484020011,1582.0
484020012,-491.0
484020013,1504.0
484020014,0.0
484020015,3037.0
484020016,42.0
484020017,-35.0
484020018,803.0
484020019,-80.0
484020020,18.0
484020021,785.0
484020022,206.0
484020023,173.0
484020024,49.0
484020025,0.0
484020026,406.0
484020027,68.0
484020028,-633.0
484020029,49.0
484020030,0.0
484020031,-594.0
484020032,101.0
484020033,665.0
484020034,701.0
484020035,1923.0
484020036,52.0
484020037,-602.0
484020038,137.0
484020039,1172.0
484020040,53.0
484020041,569.0
484020042,407.0
484020043,0.0
484020044,1222.0
484020045,1037.0
484020046,-181.0
484020047,52.0
484020048,409.0
484020049,2889.0
484020050,61.0
484020051,5132.0
484020052,8664.0
484020053,0.0
484020054,112.0
484020055,-168.0
484020056,806.0
484020057,0.0
484020058,190.0
484020059,197.0
484020060,-99.0
484020061,1351.0
484020062,411.0
484020063,565.0
484020064,-441.0
484020065,1003.0
484020066,0.0
484020067,3353.0
484020068,1339.0
484020069,209.0
484020070,69.0
484020071,-15.0
484020072,1134.0
484020073,-2611.0
484020074,28.0
484020075,0.0
484020076,679.0
484020077,1534.0
484020078,616.0
484020079,0.0
484020080,27.0
484020081,-348.0
484020082,-452.0
484020083,647.0
484020084,1338.0
484020085,-1306.0
484020086,1879.0
484020087,864.0
484020088,1364.0
484020089,718.0
484020090,1096.0
484020091,1118.0
484020092,1201.0
484020093,447.0
484020094,273.0
484020095,16.0
484020096,2486.0
484020097,135.0
484020098,1903.0
484020099,5664.0
484020100,-179.0
484020101,153.0
484020102,4.0
484020103,424.0
484020104,-71.0
484020105,-137.0
484020106,-6.0
484020107,5867.0
484020108,-306.0
484020109,-67.0
484020110,952.0
484020111,544.0
484020112,-233.0
484020113,268.0
484020114,20.0
484020115,75.0
484020116,292.0
484020117,-43.0
484020118,2472.0
484020119,1820.0
484020120,-2.0
484020121,-29.0
484020122,1209.0
484020123,13.0
484020124,0.0
484020125,0.0
484020126,-476.0
484020127,13.0
484020128,37.0
484020129,1208.0
484020130,0.0
484020131,-1386.0
484020132,142.0
484020133,-50.0
484020134,649.0
484020135,3663.0
484020136,48.0
484020137,28.0
484020138,22.0
484020139,-4.0
484020140,47.0
484020141,0.0
484020142,-12.0
484020143,0.0
484020144,68.0
484020145,1308.0
484020146,-89.0
484020147,0.0
484020148,-569.0
484020149,68.0
484020150,-69.0
484020151,4.0
484020152,2406.0
484020153,248.0
484020154,454.0
484020155,1690.0
484020156,-244.0
484020157,1360.0
484020158,60.0
484020159,858.0
484020160,-29.0
484020161,-51.0
484020162,-59.0
484020163,143.0
484020164,-181.0
484020165,42.0
484020166,4.0
484020167,477.0
484020168,102.0
484020169,113.0
484020170,-82.0
484020171,145.0
484020172,17.0
484020173,50.0
484020174,-86.0
484020175,17.0
484020176,-220.0
484020177,-19.0
484020178,56.0
484020179,-26.0
484020180,12.0
484020181,148.0
484020182,-26.0
484020183,-2751.0
484020184,22.0
484020185,719.0
484020186,-46.0
484020187,-202.0
484020188,153.0
484020189,-961.0
484020190,-19.0
484020191,74.0
484020192,-114.0
484020193,-140.0
484020194,24.0
484020195,12.0
484020196,82.0
484020197,0.0
484020198,26.0
484020199,-389.0
484020200,-55.0
484020201,1025.0
484020202,965.0
484020203,-10.0
484020204,119.0
484020205,-13.0
484020206,-1602.0
484020207,-1768.0
484020208,76.0
484020209,-1368.0
484020210,215.0
484020211,-9.0
484020212,-1622.0
484020213,209.0
484020214,34.0
484020215,35.0
484020216,170.0
484020217,722.0
484020218,4.0
484020219,17.0
484020220,14.0
484020221,6.0
484020222,786.0
484020223,31.0
484020224,-24.0
484020225,871.0
484020226,-98.0
484020227,81.0
484020228,-1268.0
484020229,-29.0
484020230,95.0
484020231,765.0
484020232,1005.0
484020233,70.0
484020234,-364.0
484020235,-42.0
484020236,-66.0
484020237,16.0
484020238,-33.0
484020239,783.0
484020240,1405.0
484020241,-7664.0
484020242,198.0
484020243,82.0
484020244,-97.0
484020245,161.0
484020246,185.0
484020247,0.0
484020248,88.0
484020249,50.0
484020250,24.0
484020251,-168.0
484020252,-38.0
484020253,-203.0
484020254,-177.0
484020255,8.0
484020256,-12.0
484020257,-24.0
484020258,-455.0
484020259,-370.0
484020260,276.0
484020261,7.0
484020262,-245.0
484020263,-64.0
484020264,0.0
484020265,-552.0
484020266,87.0
484020267,71.0
484020268,148.0
484020269,349.0
484020270,41.0
484020271,269.0
484020272,206.0
484020273,61.0
484020274,-129.0
484020275,87.0
484020276,-1686.0
484020277,608.0
484020278,33.0
484020279,-35.0
484020280,-10.0
484020281,0.0
484020282,330.0
484020283,3048.0
484020284,35.0
484020285,-135.0
484020286,11.0
484020287,43.0
484020288,35.0
484020289,578.0
484020290,-454.0
484020291,315.0
484020292,235.0
484020293,-204.0
484020294,-233.0
484020295,-34.0
484020296,-144.0
484020297,-215.0
484020298,197.0
484020299,-27.0
484020300,421.0
484020301,-14.0
484020302,337.0
484020303,16.0
484020304,0.0
484020305,113.0
484020306,-396.0
484020307,0.0
484020308,11.0
484020309,-244.0
484020310,4.0
484020311,-534.0
484020312,-12.0
484020313,599.0
484020314,1072.0
484020315,-6.0
484020316,231.0
484020317,-2252.0
484020318,136.0
484020319,44.0
484020320,-45.0
484020321,14.0
484020322,271.0
484020323,-3504.0
484020324,-1246.0
484020325,-456.0
484020326,0.0
484020327,-46.0
484020328,-35.0
484020329,-134.0
484020330,39.0
484020331,-1.0
484020332,29.0
484020333,-5003.0
484020334,94.0
484020335,-563.0
484020336,35.0
484020337,277.0
484020338,310.0
484020339,147.0
484020340,43.0
484020341,-54.0
484020342,5.0
484020343,23.0
484020344,-65.0
484020345,85.0
484020346,-203.0
484020347,2687.0
484020348,-87.0
484020349,2242.0
484020350,-176.0
484020351,3427.0
484020352,108.0
484020353,218.0
484020354,43.0
484020355,-109.0
484020356,25.0
484020357,-74.0
484020358,-30.0
484020359,-330.0
484020360,-70.0
484020361,254.0
484020362,1.0
484020363,2675.0
484020364,-40.0
484020365,286.0
484020366,-54.0
484020367,312.0
484020368,281.0
484020369,73.0
484020370,432.0
484020371,37.0
484020372,6.0
484020373,140.0
484020374,972.0
484020375,52.0
484020376,-1036.0
484020377,-326.0
484020378,187.0
484020379,-13.0
484020380,1251.0
484020381,-26.0
484020382,136.0
484020383,975.0
484020384,-1150.0
484020385,-3582.0
484020386,-62.0
484020387,270.0
484020388,19.0
484020389,-565.0
484020390,-107.0
484020391,-139.0
484020392,1573.0
484020393,-102.0
484020394,25.0
484020395,158.0
484020396,-1311.0
484020397,-1046.0
484020398,648.0
484020399,-591.0
484020400,-603.0
484020401,25.0
484020402,57.0
484020403,15.0
484020404,-233.0
484020405,547.0
484020406,0.0
484020407,48.0
484020408,62.0
484020409,-365.0
484020410,415.0
484020411,-181.0
484020412,-1189.0
484020413,-558.0
484020414,-230.0
484020415,12.0
484020416,1145.0
484020417,-369.0
484020418,54.0
484020419,271.0
484020420,0.0
484020421,40.0
484020422,2.0
484020423,-222.0
484020424,4.0
484020425,-114.0
484020426,0.0
484020427,-8.0
484020428,-19.0
484020429,18.0
484020430,20.0
484020431,62.0
484020432,-2375.0
484020433,136.0
484020434,-52.0
484020435,99.0
484020436,-263.0
484020437,7.0
484020438,-1869.0
484020439,-103.0
484020440,0.0
484020441,113.0
484020442,3.0
484020443,38.0
484020444,1444.0
484020445,-1168.0
484020446,-2553.0
484020447,-50.0
484020448,-219.0
484020449,-363.0
484020450,94.0
484020451,-131.0
484020452,22.0
484020453,19.0
484020454,-67.0
484020455,-3.0
484020456,-170.0
484020457,-29.0
484020458,301.0
484020459,-181.0
484020460,11.0
484020461,22.0
484020462,15.0
484020463,56.0
484020464,-516.0
484020465,-889.0
484020466,-432.0
484020467,-691.0
484020468,-31.0
484020469,83.0
484020470,0.0
484020471,94.0
484020472,184.0
484020473,-2376.0
484020474,171.0
484020475,1122.0
484020476,-39.0
484020477,0.0
484020478,33.0
484020479,103.0
484020480,-3016.0
484020481,80.0
484020482,-408.0
484020483,528.0
484020484,25.0
484020485,82.0
484020486,863.0
484020487,-93.0
484020488,15.0
484020489,233.0
484020490,14.0
484020491,66.0
484020492,604.0
484020493,63.0
484020494,57.0
484020495,4456.0
484020496,36.0
484020497,1024.0
484020498,-635.0
484020499,-61.0
484020500,11.0
484020501,126.0
484020502,193.0
484020503,0.0
484020504,-46.0
484020505,496.0
484020506,0.0
484020507,357.0
484020508,7.0
484020509,185.0
484020510,571.0
484020511,0.0
484020512,31.0
484020513,-1483.0
484020514,-524.0
484020515,-203.0
484020516,107.0
484020517,-239.0
484020518,-712.0
484020519,42.0
484020520,100.0
484020521,78.0
484020522,84.0
484020523,0.0
484020524,51.0
484020525,9.0
484020526,796.0
484020527,-112.0
484020528,13.0
484020529,1487.0
484020530,10.0
484020531,-915.0
484020532,-265.0
484020533,-4.0
484020534,-1172.0
484020535,21.0
484020536,1051.0
484020537,3.0
484020538,10.0
484020539,-28.0
484020540,-441.0
484020541,-247.0
484020542,-168.0
484020543,105.0
484020544,40.0
484020545,-2792.0
484020546,-166.0
484020547,-883.0
484020548,31.0
484020549,936.0
484020550,-100.0
484020551,31.0
484020552,79.0
484020553,0.0
484020554,86.0
484020555,-1408.0
484020556,-916.0
484020557,-116.0
484020558,53.0
484020559,292.0
484020560,21.0
484020561,-1694.0
484020562,-16.0
484020563,590.0
484020564,1087.0
484020565,-4.0
484020566,-1385.0
484021001,2111.0
484021002,995.0
484021003,-3430.0
484021004,-827.0
484021005,536.0
484021006,-58.0
484021007,155.0
484021008,743.0
484021009,646.0
484021010,-7084.0
484021011,615.0
484021012,508.0
484021013,524.0
484021014,2640.0
484021015,-786.0
484021016,-291.0
484021017,-148.0
484021018,-134.0
484021019,-8701.0
484021020,1762.0
484021021,381.0
484021022,-1037.0
484021023,-319.0
484021024,186.0
484021025,517.0
484021026,-744.0
484021027,-213.0
484021028,84.0
484021029,166.0
484021030,6.0
484021031,54.0
484021032,279.0
484021033,-35.0
484021034,1143.0
484021035,-380.0
484021036,-308.0
484021037,-43.0
484021038,1073.0
484021039,-317.0
484021040,720.0
484021041,1975.0
484021042,224.0
484021043,-321.0
484021044,-1384.0
484021045,-2366.0
484021046,514.0
484021047,-917.0
484021048,-1041.0
484021049,-42.0
484021050,-460.0
484021051,-5654.0
484021052,56.0
484021053,-3047.0
484021054,1334.0
484021055,-348.0
484021056,-2.0
484021057,-708.0
484021058,-565.0
484021059,39.0
484021060,-256.0
484021061,-156.0
484021062,412.0
484021063,-318.0
484021064,138.0
484021065,-67.0
484021066,-188.0
484021067,500.0
484021068,-107.0
484021069,-4902.0
484021070,179.0
484021071,-1368.0
484021072,214.0
484021073,1590.0
484021074,-4287.0
484021075,517.0
484021076,-1145.0
484021077,22.0
484021078,121.0
484021079,-13.0
484021080,134.0
484021081,1998.0
484021082,-261.0
484021083,-2340.0
484021084,274.0
484021085,-5646.0
484021086,-524.0
484021087,-1562.0
484021088,296.0
484021089,-954.0
484021090,433.0
484021091,2467.0
484021092,-65.0
484021093,9.0
484021094,-2003.0
484021095,136.0
484021096,218.0
484021097,284.0
484021098,-211.0
484021099,-1473.0
