GEO2_MX,absolute_change
484021100,66.0
484021101,-40.0
484021102,-467.0
484021103,286.0
484021104,801.0
484021105,-5.0
484021106,928.0
484021107,235.0
484021108,186.0
484021109,-1638.0
484021110,-2462.0
484021111,-9.0
484021112,-1520.0
484021113,-289.0
484021114,-41136.0
484021115,-1666.0
484021116,-198.0
484021117,781.0
484021118,-850.0
484021119,-904.0
484021120,-296.0
484021121,961.0
484021122,139.0
484021123,224.0
484021124,-859.0
484021125,531.0
484021126,281.0
484021127,-198.0
484021128,-8.0
484021129,-1840.0
484021130,-23.0
484021131,97.0
484021132,-201.0
484021133,87.0
484021134,275.0
484021135,-7.0
484021136,2157.0
484021137,96.0
484021138,-436.0
484021139,-295.0
484021140,-3740.0
484021141,-321.0
484021142,364.0
484021143,-1903.0
484021144,1176.0
484021145,156.0
484021146,4.0
484021147,-581.0
484021148,459.0
484021149,1155.0
484021150,-254.0
484021151,775.0
484021152,235.0
484021153,264.0
484021154,-2050.0
484021155,1329.0
484021156,-13218.0
484021157,-361.0
484021158,-181.0
484021159,-834.0
484021160,73.0
484021161,-514.0
484021162,335.0
484021163,2394.0
484021164,-2045.0
484021165,1376.0
484021166,-1138.0
484021167,-397.0
484021168,-6.0
484021169,2562.0
484021170,1234.0
484021171,497.0
484021172,-748.0
484021173,1539.0
484021174,3844.0
484021175,2691.0
484021176,-323.0
484021177,-1647.0
484021178,606.0
484021179,-1221.0
484021180,-2439.0
484021181,758.0
484021182,702.0
484021183,-593.0
484021184,-188.0
484021185,-476.0
484021186,-4064.0
484021187,940.0
484021188,-1763.0
484021189,-1533.0
484021190,35.0
484021191,994.0
484021192,465.0
484021193,1417.0
484021194,-466.0
484021195,-1741.0
484021196,277.0
484021197,-1569.0
484021198,134.0
484021199,-2058.0
484021200,48.0
484021201,239.0
484021202,-118.0
484021203,-161.0
484021204,-102.0
484021205,-2184.0
484021206,59.0
484021207,-3331.0
484021208,-5245.0
484021209,16.0
484021210,182.0
484021211,2582.0
484021212,-772.0
484021213,-1058.0
484021214,-713.0
484021215,720.0
484021216,86.0
484021217,-154.0
484022001,-6053.0
484022002,-1106.0
484022003,93.0
484022004,-5697.0
484022005,-617.0
484022006,428.0
484022007,-3385.0
484022008,-8514.0
484022009,-4253.0
484022010,-323.0
484022011,-5382.0
484022012,-1219.0
484022013,-2557.0
484022014,-22859.0
484022015,-294.0
484022016,-9579.0
484022017,-2693.0
484022018,-1373.0
484023001,0.0
484024001,-1922.0
484024002,494.0
484024003,-1829.0
484024004,34.0
484024005,-590.0
484024006,409.0
484024007,15.0
484024008,1661.0
484024009,560.0
484024010,0.0
484024011,1640.0
484024012,7.0
484024013,-961.0
484024014,2186.0
484024015,-366.0
484024016,-2810.0
484024017,-2761.0
484024018,160.0
484024019,1657.0
484024020,-508.0
484024021,-1709.0
484024022,-2218.0
484024023,940.0
484024024,0.0
484024025,-5070.0
484024026,2447.0
484024027,-11.0
484024028,-13389.0
484024029,-98.0
484024030,-357.0
484024031,-1093.0
484024032,-5980.0
484024033,0.0
484024034,468.0
484024035,-1300.0
484024036,-1997.0
484024037,-1648.0
484024038,279.0
484024039,159.0
484024040,57.0
484024041,343.0
484024042,-509.0
484024043,-348.0
484024044,-821.0
484024045,-172.0
484024046,711.0
484024047,-140.0
484024048,-4166.0
484024049,-1224.0
484024050,-1414.0
484024051,-723.0
484024052,2017.0
484024053,-2362.0
484024054,-439.0
484025001,0.0
484025002,0.0
484025003,0.0
484025004,756.0
484025005,1418.0
484025006,0.0
484025007,0.0
484025008,-645.0
484025009,-172.0
484025010,0.0
484025011,0.0
484025012,0.0
484025013,0.0
484025014,-179.0
484025015,0.0
484025016,0.0
484026001,274.0
484026002,0.0
484026003,0.0
484026004,0.0
484026005,10.0
484026006,57.0
484026007,40.0
484026008,31.0
484026009,56.0
484026010,-30.0
484026011,-6.0
484026012,0.0
484026013,23.0
484026014,-37.0
484026015,65.0
484026016,732.0
484026017,0.0
484026018,0.0
484026019,0.0
484026020,0.0
484026021,0.0
484026022,42.0
484026023,-92.0
484026024,16.0
484026025,0.0
484026026,0.0
484026027,0.0
484026028,65.0
484026029,0.0
484026030,0.0
484026031,52.0
484026032,85.0
484026033,0.0
484026034,39.0
484026035,0.0
484026036,0.0
484026037,33.0
484026038,0.0
484026039,9223.0
484026040,275.0
484026041,239.0
484026042,0.0
484026043,3583.0
484026044,36.0
484026045,-38.0
484026046,47.0
484026047,0.0
484026048,0.0
484026049,0.0
484026050,103.0
484026051,0.0
484026052,0.0
484026053,0.0
484026054,42.0
484026055,0.0
484026056,281.0
484026057,0.0
484026058,3499.0
484026059,575.0
484026060,85.0
484026061,7736.0
484026062,68.0
484026063,56.0
484026064,4.0
484026065,0.0
484026066,0.0
484026067,14.0
484026068,60.0
484026069,0.0
484027001,0.0
484027002,0.0
484027003,0.0
484027004,-1842.0
484027005,0.0
484027006,0.0
484027007,227.0
484027008,0.0
484027009,0.0
484027010,0.0
484027011,864.0
484027012,-310.0
484027013,0.0
484027014,0.0
484027015,-199.0
484027016,0.0
484027017,-702.0
484028001,184.0
484028002,-68.0
484028003,-1917.0
484028004,93.0
484028005,-46.0
484028006,-444.0
484028007,-471.0
484028008,0.0
484028009,5099.0
484028010,19.0
484028011,370.0
484028012,-3035.0
484028013,3517.0
484028014,0.0
484028015,0.0
484028016,-140.0
484028017,-102.0
484028018,66.0
484028019,-277.0
484028020,23.0
484028021,-5478.0
484028022,0.0
484028023,0.0
484028024,1820.0
484028025,1501.0
484028026,597.0
484028027,0.0
484028028,-81.0
484028029,-556.0
484028030,46.0
484028031,-109.0
484028032,-94.0
484028033,0.0
484028034,209.0
484028035,0.0
484028036,-259.0
484028037,-442.0
484028038,0.0
484028039,-7789.0
484028040,36.0
484028041,-597.0
484029001,1610.0
484029002,2031.0
484029003,-597.0
484029004,-494.0
484029005,1106.0
484029006,-2168.0
484029007,4488.0
484029008,411.0
484029009,492.0
484029010,-6510.0
484029011,313.0
484029012,-397.0
484029013,-1014.0
484029014,-1201.0
484029015,-821.0
484029016,1091.0
484029017,6158.0
484029018,381.0
484029019,436.0
484029020,-570.0
484029021,8904.0
484029022,3989.0
484029023,1024.0
484029024,791.0
484029025,154.0
484029026,156.0
484029027,1155.0
484029028,-152.0
484029029,-1813.0
484029030,18224.0
484029031,85.0
484029032,11715.0
484029033,-1221.0
484029034,863.0
484029035,11319.0
484029036,1773.0
484029037,57.0
484029038,87.0
484029039,-818.0
484029040,2345.0
484029041,-42.0
484029042,4257.0
484029043,-174.0
484030001,211.0
484030002,2199.0
484030003,62.0
484030004,-2463.0
484030005,129.0
484030006,-540.0
484030007,616.0
484030008,5096.0
484030009,-1255.0
484030010,-5329.0
484030011,-1393.0
484030012,746.0
484030013,8853.0
484030014,-1680.0
484030015,1754.0
484030016,4291.0
484030017,1027.0
484030018,-4.0
484030019,694.0
484030020,1573.0
484030021,-772.0
484030022,-73.0
484030023,-3968.0
484030024,426.0
484030025,3102.0
484030026,2231.0
484030027,-128.0
484030028,607.0
484030029,2068.0
484030030,1172.0
484030031,-389.0
484030032,-177.0
484030033,-237.0
484030034,674.0
484030035,357.0
484030036,-207.0
484030037,2422.0
484030038,1802.0
484030039,0.0
484030040,1159.0
484030041,4869.0
484030042,4227.0
484030043,-882.0
484030044,-2500.0
484030045,-4748.0
484030046,-836.0
484030047,-1226.0
484030048,0.0
484030049,416.0
484030050,611.0
484030051,-955.0
484030052,5.0
484030053,1403.0
484030054,18794.0
484030055,505.0
484030056,483.0
484030057,1546.0
484030058,37.0
484030059,0.0
484030060,2851.0
484030061,0.0
484030062,7122.0
484030063,398.0
484030064,341.0
484030065,-627.0
484030066,1154.0
484030067,108.0
484030068,-1151.0
484030069,14.0
484030070,-4630.0
484030071,-2975.0
484030072,-645.0
484030073,-131.0
484030074,-111.0
484030075,-632.0
484030076,-1755.0
484030077,-144.0
484030078,187.0
484030079,-2295.0
484030080,1071.0
484030081,0.0
484030082,1078.0
484030083,-34.0
484030084,-1749.0
484030085,-118.0
484030086,-4249.0
484030087,-131.0
484030088,0.0
484030089,49.0
484030090,171.0
484030091,146.0
484030092,-2496.0
484030093,-336.0
484030094,458.0
484030095,434.0
484030096,27.0
484030097,7874.0
484030098,752.0
484030099,-253.0
484030100,-5716.0
484030101,133.0
484030102,0.0
484030103,3.0
484030104,12.0
484030105,155.0
484030106,-1371.0
484030107,-68.0
484030108,0.0
484030109,-213.0
484030110,-3.0
484030111,57.0
484030112,-598.0
484030113,0.0
484030114,-599.0
484030115,2548.0
484030116,-144.0
484030117,0.0
484030118,68.0
484030119,0.0
484030120,0.0
484030121,-3615.0
484030122,3112.0
484030123,-748.0
484030124,-2212.0
484030125,255.0
484030126,124.0
484030127,-4623.0
484030128,-2071.0
484030129,2937.0
484030130,-148.0
484030131,-767.0
484030132,61.0
484030133,330.0
484030134,-17.0
484030135,2146.0
484030136,337.0
484030137,125.0
484030138,-4894.0
484030139,-3033.0
484030140,0.0
484030141,0.0
484030142,13.0
484030143,262.0
484030144,-211.0
484030145,-17.0
484030146,-133.0
484030147,0.0
484030148,171.0
484030149,1035.0
484030150,768.0
484030151,710.0
484030152,326.0
484030153,-201.0
484030154,3961.0
484030155,-3340.0
484030156,-1483.0
484030157,22.0
484030158,1102.0
484030159,290.0
484030160,778.0
484030161,-182.0
484030162,2110.0
484030163,-1335.0
484030164,38.0
484030165,0.0
484030166,-2279.0
484030167,-4184.0
484030168,4335.0
484030169,1226.0
484030170,-89.0
484030171,774.0
484030172,210.0
484030173,-1256.0
484030174,-30.0
484030175,7410.0
484030176,-3046.0
484030177,-684.0
484030178,9824.0
484030179,340.0
484030180,340.0
484030181,-337.0
484030182,-564.0
484030183,-3.0
484030184,2255.0
484030185,3647.0
484030186,-2767.0
484030187,209.0
484030188,-111.0
484030189,1363.0
484030190,2862.0
484030191,-740.0
484030192,0.0
484030193,-700.0
484030194,-164.0
484030195,32.0
484031001,24.0
484031002,65.0
484031003,12.0
484031004,111.0
484031005,521.0
484031006,752.0
484031007,78.0
484031008,859.0
484031009,289.0
484031010,65.0
484031011,0.0
484031012,115.0
484031013,92.0
484031014,479.0
484031015,47.0
484031016,402.0
484031017,211.0
484031018,-7.0
484031019,193.0
484031020,400.0
484031021,986.0
484031022,36.0
484031023,186.0
484031024,157.0
484031025,1040.0
484031026,179.0
484031027,385.0
484031028,125.0
484031029,738.0
484031030,699.0
484031031,47.0
484031032,334.0
484031033,36.0
484031034,69.0
484031035,36.0
484031036,110.0
484031037,308.0
484031038,-185.0
484031039,423.0
484031040,668.0
484031041,1207.0
484031042,-1.0
484031043,742.0
484031044,628.0
484031045,42.0
484031046,491.0
484031047,318.0
484031048,83.0
484031049,53.0
484031050,4320.0
484031051,224.0
484031052,492.0
484031053,-1018.0
484031054,29.0
484031055,162.0
484031056,-4033.0
484031057,161.0
484031058,-72.0
484031059,0.0
484031060,29.0
484031061,37.0
484031062,121.0
484031063,81.0
484031064,65.0
484031065,152.0
484031066,1386.0
484031067,411.0
484031068,51.0
484031069,25.0
484031070,453.0
484031071,11.0
484031072,20.0
484031073,-110.0
484031074,34.0
484031075,-22.0
484031076,80.0
484031077,178.0
484031078,490.0
484031079,-1030.0
484031080,57.0
484031081,68.0
484031082,34.0
484031083,41.0
484031084,38.0
484031085,-57.0
484031086,114.0
484031087,542.0
484031088,92.0
484031089,-1183.0
484031090,187.0
484031091,149.0
484031092,121.0
484031093,827.0
484031094,762.0
484031095,467.0
484031096,59.0
484031097,-3.0
484031098,396.0
484031099,293.0
484031100,807.0
484031101,92.0
484031102,640.0
484031103,147.0
484031104,73.0
484031105,519.0
484031106,-11.0
484032001,-401.0
484032002,597.0
484032003,438.0
484032004,-1233.0
484032005,-1018.0
484032006,0.0
484032007,0.0
484032008,36.0
484032009,-756.0
484032010,0.0
484032011,-46.0
484032012,457.0
484032013,0.0
484032014,7.0
484032015,-969.0
484032016,-3916.0
484032017,575.0
484032018,520.0
484032019,-3376.0
484032020,1.0
484032021,-931.0
484032022,1080.0
484032023,1639.0
484032024,1035.0
484032025,0.0
484032026,0.0
484032027,-130.0
484032028,-525.0
484032029,771.0
484032030,-220.0
484032031,498.0
484032032,-366.0
484032033,-3865.0
484032034,-885.0
484032035,-1016.0
484032036,-535.0
484032037,0.0
484032038,0.0
484032039,0.0
484032040,0.0
484032041,81.0
484032042,414.0
484032043,-474.0
484032044,-139.0
484032045,-228.0
484032046,0.0
484032047,-659.0
484032048,0.0
484032049,-1747.0
484032050,-1018.0
484032051,-2108.0
484032052,-2193.0
484032053,3313.0
