GEO2_MX,sum_num_intmig
484016082,1283.0
484016083,867.0
484016084,593.0
484016085,1705.0
484016086,4672.0
484016087,813.0
484016088,1238.0
484016089,625.0
484016090,879.0
484016091,823.0
484016092,707.0
484016093,744.0
484016094,1886.0
484016095,1788.0
484016096,549.0
484016097,2005.0
484016098,508.0
484016099,9575.0
484016100,2722.0
484016101,1089.0
484016102,1355.0
484016103,716.0
484016104,1994.0
484016105,4011.0
484016106,536.0
484016107,1735.0
484016108,1267.0
484016109,4643.0
484017001,373.0
484017002,371.0
484017003,3237.0
484017004,900.0
484017005,1314.0
484017006,19928.0
484017007,14314.0
484017008,1734.0
484017009,1166.0
484017010,2367.0
484017011,7077.0
484017012,5174.0
484017013,8698.0
484017014,366.0
484017015,729.0
484017016,366.0
484017017,3950.0
484017018,6343.0
484017019,2694.0
484017020,1104.0
484017021,2461.0
484017022,2822.0
484017023,4336.0
484017024,980.0
484017025,8504.0
484017026,211.0
484017027,2630.0
484017028,4116.0
484017029,1805.0
484017030,1745.0
484017031,4705.0
484017032,1894.0
484018001,1460.0
484018002,2542.0
484018003,1584.0
484018005,6676.0
484018006,5099.0
484018007,1316.0
484018008,5460.0
484018010,1095.0
484018011,2025.0
484018013,1190.0
484018014,1051.0
484018016,1456.0
484018017,10780.0
484018018,936.0
484019001,252.0
484019002,111.0
484019003,731.0
484019004,1257.0
484019006,8892.0
484019007,2663.0
484019008,434.0
484019009,929.0
484019010,101.0
484019011,5392.0
484019012,641.0
484019015,57.0
484019016,51.0
484019018,1711.0
484019019,19613.0
484019020,408.0
484019021,10551.0
484019023,67.0
484019024,452.0
484019025,500.0
484019026,14091.0
484019027,208.0
484019028,44.0
484019029,14449.0
484019030,54.0
484019031,3106.0
484019033,1483.0
484019034,138.0
484019035,43.0
484019036,1806.0
484019039,16834.0
484019040,112.0
484019041,117.0
484019042,74.0
484019043,280.0
484019044,5320.0
484019045,294.0
484019046,18735.0
484019047,459.0
484019048,10650.0
484019049,709.0
484019050,38.0
484019051,72.0
484020001,434.0
484020002,3873.0
484020003,104.0
484020004,399.0
484020006,2612.0
484020007,1186.0
484020008,28.0
484020009,1618.0
484020011,1743.0
484020012,361.0
484020013,1931.0
484020015,4748.0
484020016,2743.0
484020017,643.0
484020018,837.0
484020019,45.0
484020020,421.0
484020021,1592.0
484020022,233.0
484020023,920.0
484020024,155.0
484020026,1264.0
484020027,80.0
484020028,1068.0
484020029,56.0
484020031,431.0
484020032,262.0
484020033,788.0
484020034,800.0
484020035,1934.0
484020036,126.0
484020037,873.0
484020038,211.0
484020039,7607.0
484020040,53.0
484020041,585.0
484020042,730.0
484020044,2759.0
484020045,1373.0
484020046,182.0
484020047,62.0
484020048,626.0
484020049,3006.0
484020050,612.0
484020051,6260.0
484020052,9358.0
484020054,128.0
484020055,348.0
484020056,836.0
484020058,233.0
484020059,2434.0
484020060,256.0
484020061,1776.0
484020062,451.0
484020063,714.0
484020064,459.0
484020065,1235.0
484020067,14118.0
484020068,2270.0
484020069,409.0
484020070,223.0
484020071,155.0
484020072,1461.0
484020073,1697.0
484020074,128.0
484020076,1454.0
484020077,1630.0
484020078,668.0
484020080,73.0
484020081,164.0
484020082,374.0
484020083,1145.0
484020084,1537.0
484020085,326.0
484020086,1924.0
484020087,1192.0
484020088,1881.0
484020089,921.0
484020090,1638.0
484020091,1312.0
484020092,1238.0
484020093,465.0
484020094,278.0
484020095,299.0
484020096,2507.0
484020097,233.0
484020098,2383.0
484020099,5756.0
484020100,21.0
484020101,276.0
484020102,190.0
484020103,533.0
484020104,93.0
484020105,770.0
484020106,0.0
484020107,6894.0
484020108,238.0
484020109,197.0
484020110,1113.0
484020111,950.0
484020112,51.0
484020113,867.0
484020114,48.0
484020115,275.0
484020116,297.0
484020117,174.0
484020118,3408.0
484020119,1828.0
484020120,0.0
484020121,10.0
484020122,1225.0
484020123,344.0
484020126,318.0
484020127,72.0
484020128,191.0
484020129,1208.0
484020131,181.0
484020132,179.0
484020133,149.0
484020134,914.0
484020135,4559.0
484020136,369.0
484020137,213.0
484020138,41.0
484020139,85.0
484020140,62.0
484020142,0.0
484020144,143.0
484020145,1494.0
484020146,128.0
484020147,0.0
484020148,120.0
484020149,142.0
484020150,397.0
484020151,14.0
484020152,2706.0
484020153,460.0
484020154,783.0
484020155,1745.0
484020156,174.0
484020157,1832.0
484020158,158.0
484020159,1380.0
484020160,100.0
484020161,109.0
484020162,120.0
484020163,151.0
484020164,789.0
484020165,277.0
484020166,958.0
484020167,594.0
484020168,174.0
484020169,119.0
484020170,193.0
484020171,149.0
484020172,23.0
484020173,159.0
484020174,247.0
484020175,65.0
484020176,260.0
484020177,135.0
484020178,177.0
484020179,345.0
484020180,16.0
484020181,183.0
484020182,190.0
484020183,3454.0
484020184,164.0
484020185,811.0
484020186,92.0
484020187,319.0
484020188,356.0
484020189,221.0
484020190,0.0
484020191,207.0
484020192,90.0
484020193,146.0
484020194,80.0
484020195,31.0
484020196,298.0
484020198,111.0
484020199,65.0
484020200,150.0
484020201,2458.0
484020202,1617.0
484020203,150.0
484020204,1566.0
484020205,46.0
484020206,338.0
484020207,97.0
484020208,177.0
484020209,450.0
484020210,354.0
484020211,89.0
484020212,1711.0
484020213,881.0
484020214,46.0
484020215,232.0
484020216,330.0
484020217,799.0
484020218,155.0
484020219,36.0
484020220,33.0
484020221,35.0
484020222,861.0
484020223,53.0
484020224,236.0
484020225,1179.0
484020226,291.0
484020227,81.0
484020228,77.0
484020229,110.0
484020230,118.0
484020231,2007.0
484020232,1575.0
484020233,73.0
484020234,309.0
484020235,56.0
484020236,169.0
484020237,115.0
484020238,65.0
484020239,2148.0
484020240,1550.0
484020241,1156.0
484020242,418.0
484020243,111.0
484020244,150.0
484020245,191.0
484020246,197.0
484020248,88.0
484020249,79.0
484020250,218.0
484020251,114.0
484020252,86.0
484020253,106.0
484020254,157.0
484020255,8.0
484020256,38.0
484020257,0.0
484020258,212.0
484020259,234.0
484020260,1891.0
484020261,156.0
484020262,113.0
484020263,464.0
484020265,188.0
484020266,116.0
484020267,126.0
484020268,285.0
484020269,390.0
484020270,220.0
484020271,2704.0
484020272,396.0
484020273,88.0
484020274,70.0
484020275,132.0
484020276,146.0
484020277,1198.0
484020278,314.0
484020279,131.0
484020280,0.0
484020282,344.0
484020283,3123.0
484020284,202.0
484020285,502.0
484020286,20.0
484020287,97.0
484020288,95.0
484020289,844.0
484020290,155.0
484020291,668.0
484020292,778.0
484020293,257.0
484020294,763.0
484020295,60.0
484020296,1267.0
484020297,375.0
484020298,298.0
484020299,175.0
484020300,467.0
484020301,238.0
484020302,414.0
484020303,27.0
484020305,632.0
484020306,54.0
484020308,59.0
484020309,208.0
484020310,41.0
484020311,223.0
484020312,19.0
484020313,897.0
484020314,1234.0
484020315,113.0
484020316,255.0
484020317,301.0
484020318,172.0
484020319,116.0
484020320,37.0
484020321,14.0
484020322,297.0
484020323,658.0
484020324,116.0
484020325,301.0
484020327,50.0
484020328,87.0
484020329,130.0
484020330,74.0
484020331,4.0
484020332,150.0
484020333,298.0
484020334,119.0
484020335,424.0
484020336,189.0
484020337,767.0
484020338,556.0
484020339,219.0
484020340,54.0
484020341,68.0
484020342,168.0
484020343,227.0
484020344,200.0
484020345,211.0
484020346,98.0
484020347,3833.0
484020348,211.0
484020349,2656.0
484020350,354.0
484020351,4155.0
484020352,201.0
484020353,218.0
484020354,47.0
484020355,288.0
484020356,86.0
484020357,175.0
484020358,144.0
484020359,144.0
484020360,73.0
484020361,272.0
484020362,99.0
484020363,3842.0
484020364,40.0
484020365,631.0
484020366,163.0
484020367,483.0
484020368,441.0
484020369,84.0
484020370,446.0
484020371,341.0
484020372,12.0
484020373,150.0
484020374,1356.0
484020375,66.0
484020376,848.0
484020377,242.0
484020378,550.0
484020379,129.0
484020380,1690.0
484020381,64.0
484020382,196.0
484020383,1714.0
484020384,1244.0
484020385,533.0
484020386,227.0
484020387,953.0
484020388,179.0
484020389,1043.0
484020390,195.0
484020391,51.0
484020392,2222.0
484020393,68.0
484020394,185.0
484020395,167.0
484020396,1200.0
484020397,278.0
484020398,1998.0
484020399,587.0
484020400,237.0
484020401,288.0
484020402,109.0
484020403,101.0
484020404,159.0
484020405,596.0
484020407,69.0
484020408,329.0
484020409,53.0
484020410,561.0
484020411,74.0
484020412,606.0
484020413,375.0
484020414,352.0
484020415,21.0
484020416,1466.0
484020417,366.0
484020418,108.0
484020419,614.0
484020421,42.0
484020422,2.0
484020423,48.0
484020424,67.0
484020425,359.0
484020427,85.0
484020428,168.0
484020429,18.0
484020430,108.0
484020431,198.0
484020432,556.0
484020433,160.0
484020434,63.0
484020435,136.0
484020436,249.0
484020437,60.0
484020438,1274.0
484020439,54.0
484020441,147.0
484020442,37.0
484020443,81.0
484020444,1637.0
484020445,996.0
484020446,857.0
484020447,150.0
484020448,73.0
484020449,668.0
484020450,119.0
484020451,307.0
484020452,127.0
484020453,77.0
484020454,232.0
484020455,130.0
484020456,99.0
484020457,122.0
484020458,562.0
484020459,378.0
484020460,50.0
484020461,28.0
484020462,36.0
484020463,100.0
484020464,245.0
484020465,238.0
484020466,1238.0
484020467,1179.0
484020468,63.0
484020469,105.0
484020471,137.0
484020472,395.0
484020473,230.0
484020474,180.0
484020475,1318.0
484020476,29.0
484020477,0.0
484020478,64.0
484020479,183.0
484020480,731.0
484020481,323.0
484020482,265.0
484020483,677.0
484020484,57.0
484020485,90.0
484020486,863.0
484020487,487.0
484020488,25.0
484020489,581.0
484020490,83.0
484020491,84.0
484020492,904.0
484020493,135.0
484020494,95.0
484020495,6646.0
484020496,326.0
484020497,1070.0
484020498,125.0
484020499,65.0
484020500,31.0
484020501,144.0
484020502,652.0
484020504,109.0
484020505,816.0
484020507,3490.0
484020508,82.0
484020509,209.0
484020510,736.0
484020512,103.0
484020513,440.0
484020514,331.0
484020515,151.0
484020516,113.0
484020517,202.0
484020518,1077.0
484020519,55.0
484020520,126.0
484020521,116.0
484020522,150.0
484020524,112.0
484020525,257.0
484020526,826.0
484020527,174.0
484020528,192.0
484020529,1953.0
484020530,112.0
484020531,377.0
484020532,780.0
484020533,4.0
484020534,142.0
484020535,110.0
484020536,1159.0
484020537,305.0
484020538,90.0
484020539,73.0
484020540,173.0
484020541,150.0
484020542,280.0
484020543,156.0
484020544,104.0
484020545,417.0
484020546,144.0
484020547,615.0
484020548,31.0
484020549,1637.0
484020550,158.0
484020551,206.0
484020552,97.0
484020554,174.0
484020555,883.0
484020556,273.0
484020557,225.0
484020558,71.0
484020559,414.0
484020560,32.0
484020561,322.0
484020562,80.0
484020563,1263.0
484020564,1402.0
484020565,71.0
484020566,287.0
484021001,6998.0
484021002,1441.0
484021003,604.0
484021004,1828.0
484021005,1050.0
484021006,454.0
484021007,598.0
484021008,935.0
484021009,790.0
484021010,458.0
484021011,829.0
484021012,992.0
484021013,1824.0
484021014,3081.0
484021015,1332.0
484021016,159.0
484021017,524.0
484021018,108.0
484021019,4938.0
484021020,1922.0
484021021,599.0
484021022,1633.0
484021023,376.0
484021024,273.0
484021025,975.0
484021026,624.0
484021027,61.0
484021028,100.0
484021029,189.0
484021030,167.0
484021031,177.0
484021032,405.0
484021033,581.0
484021034,3559.0
484021035,665.0
484021036,130.0
484021037,80.0
484021038,1115.0
484021039,80.0
484021040,1093.0
484021041,4652.0
484021042,435.0
484021043,205.0
484021044,394.0
484021045,655.0
484021046,1168.0
484021047,1161.0
484021048,571.0
484021049,699.0
484021050,144.0
484021051,1014.0
484021052,57.0
484021053,1098.0
484021054,1769.0
484021055,327.0
484021056,178.0
484021057,907.0
484021058,332.0
484021059,209.0
484021060,297.0
484021061,192.0
484021062,1191.0
484021063,634.0
484021064,306.0
484021065,398.0
484021066,451.0
484021067,984.0
484021068,244.0
484021069,902.0
484021070,379.0
484021071,2534.0
484021072,257.0
484021073,2817.0
484021074,1331.0
484021075,690.0
484021076,2516.0
484021077,78.0
484021078,172.0
484021079,266.0
484021080,145.0
484021081,2371.0
484021082,452.0
484021083,320.0
484021084,280.0
484021085,2108.0
484021086,168.0
484021087,496.0
484021088,385.0
484021089,268.0
484021090,2343.0
484021091,2599.0
484021092,465.0
484021093,183.0
484021094,425.0
484021095,136.0
484021096,350.0
484021097,407.0
484021098,327.0
484021099,645.0
484021100,171.0
484021101,126.0
484021102,582.0
484021103,538.0
484021104,1466.0
484021105,435.0
484021106,3233.0
484021107,251.0
484021108,274.0
484021109,593.0
484021110,850.0
484021111,404.0
484021112,330.0
484021113,491.0
484021114,21381.0
484021115,777.0
484021116,374.0
484021117,1113.0
484021118,376.0
484021119,2528.0
484021120,152.0
484021121,1147.0
484021122,1477.0
484021123,357.0
484021124,371.0
484021125,817.0
484021126,728.0
484021127,136.0
484021128,128.0
484021129,781.0
484021130,149.0
484021131,111.0
484021132,5393.0
484021133,247.0
484021134,1625.0
484021135,5.0
484021136,2583.0
484021137,284.0
484021138,308.0
484021139,201.0
484021140,4290.0
484021141,138.0
484021142,1614.0
484021143,486.0
484021144,1212.0
484021145,231.0
484021146,20.0
484021147,237.0
484021148,1254.0
484021149,2255.0
484021150,160.0
484021151,1465.0
484021152,1441.0
484021153,1392.0
484021154,940.0
484021155,1779.0
484021156,3724.0
484021157,551.0
484021158,386.0
484021159,203.0
484021160,310.0
484021161,2100.0
484021162,471.0
484021163,3414.0
484021164,2158.0
484021165,1597.0
484021166,824.0
484021167,293.0
484021168,687.0
484021169,4970.0
484021170,1554.0
484021171,734.0
484021172,255.0
484021173,1923.0
484021174,8149.0
484021175,4342.0
484021176,669.0
484021177,2537.0
484021178,1413.0
484021179,225.0
484021180,350.0
484021181,1002.0
484021182,838.0
484021183,477.0
484021184,436.0
484021185,1055.0
484021186,971.0
484021187,1102.0
484021188,236.0
484021189,1099.0
484021190,43.0
484021191,2668.0
484021192,557.0
484021193,2077.0
484021194,284.0
484021195,2385.0
484021196,509.0
484021197,690.0
484021198,258.0
484021199,1330.0
484021200,120.0
484021201,977.0
484021202,141.0
484021203,369.0
484021204,138.0
484021205,360.0
484021206,826.0
484021207,499.0
484021208,785.0
484021209,881.0
484021210,198.0
484021211,3248.0
484021212,185.0
484021213,284.0
484021214,847.0
484021215,907.0
484021216,104.0
484021217,471.0
484022001,1876.0
484022002,5607.0
484022003,3157.0
484022004,4657.0
484022005,673.0
484022006,5961.0
484022007,1616.0
484022008,7437.0
484022009,961.0
484022010,8422.0
484022011,739.0
484022012,1432.0
484022013,869.0
484022014,12889.0
484022015,2746.0
484022016,1615.0
484022017,1024.0
484022018,535.0
484024001,604.0
484024002,1916.0
484024003,1217.0
484024004,448.0
484024005,1569.0
484024006,736.0
484024007,1823.0
484024008,4933.0
484024009,683.0
484024011,7677.0
484024012,179.0
484024013,2514.0
484024014,2344.0
484024015,239.0
484024016,1467.0
484024017,274.0
484024018,397.0
484024019,2761.0
484024020,5891.0
484024021,2954.0
484024022,985.0
484024023,3494.0
484024025,1304.0
484024026,2499.0
484024027,1932.0
484024028,16788.0
484024029,254.0
484024030,575.0
484024031,378.0
484024032,643.0
484024034,735.0
484024035,6499.0
484024036,1465.0
484024037,1062.0
484024038,311.0
484024039,423.0
484024040,262.0
484024041,695.0
484024042,735.0
484024043,507.0
484024044,1004.0
484024045,801.0
484024046,1994.0
484024047,329.0
484024048,767.0
484024049,769.0
484024050,1012.0
484024051,1016.0
484024052,2325.0
484024053,434.0
484024054,1269.0
484025004,1189.0
484025005,2295.0
484025008,955.0
484025009,1606.0
484025014,445.0
484026001,307.0
484026005,44.0
484026006,93.0
484026007,90.0
484026008,35.0
484026009,88.0
484026010,24.0
484026011,85.0
484026013,51.0
484026014,52.0
484026015,125.0
484026016,844.0
484026022,65.0
484026023,96.0
484026024,54.0
484026028,94.0
484026031,72.0
484026032,105.0
484026034,43.0
484026037,58.0
484026039,9431.0
484026040,292.0
484026041,603.0
484026043,12632.0
484026044,41.0
484026045,85.0
484026046,72.0
484026050,145.0
484026053,0.0
484026054,42.0
484026056,441.0
484026058,3652.0
484026059,600.0
484026060,149.0
484026061,7769.0
484026062,78.0
484026063,86.0
484026064,85.0
484026067,76.0
484026068,74.0
484027004,3708.0
484027007,476.0
484027011,944.0
484027012,470.0
484027015,594.0
484027017,280.0
484028001,709.0
484028002,868.0
484028003,2677.0
484028004,885.0
484028005,277.0
484028006,68.0
484028007,249.0
484028009,9295.0
