GEO2_MX,sum_num_intmig
484028010,98.0
484028011,1030.0
484028012,1295.0
484028013,3644.0
484028016,462.0
484028017,527.0
484028018,366.0
484028019,223.0
484028020,90.0
484028021,2352.0
484028024,1854.0
484028025,2031.0
484028026,727.0
484028028,310.0
484028029,673.0
484028030,178.0
484028031,81.0
484028032,132.0
484028034,217.0
484028036,5097.0
484028037,1574.0
484028039,2597.0
484028040,165.0
484028041,124.0
484029001,1991.0
484029002,2518.0
484029003,333.0
484029004,202.0
484029005,5433.0
484029006,1038.0
484029007,4900.0
484029008,697.0
484029009,567.0
484029010,932.0
484029011,805.0
484029012,173.0
484029013,786.0
484029014,475.0
484029015,1213.0
484029016,1225.0
484029017,6659.0
484029018,1736.0
484029019,990.0
484029020,926.0
484029021,10269.0
484029022,5039.0
484029023,2166.0
484029024,2046.0
484029025,2398.0
484029026,561.0
484029027,3342.0
484029028,1595.0
484029029,874.0
484029030,20173.0
484029031,1088.0
484029032,13905.0
484029033,631.0
484029034,1334.0
484029035,12500.0
484029036,1913.0
484029037,971.0
484029038,858.0
484029039,394.0
484029040,3767.0
484029041,706.0
484029042,5747.0
484029043,2808.0
484030001,259.0
484030002,2267.0
484030003,1049.0
484030004,472.0
484030005,285.0
484030006,236.0
484030007,922.0
484030008,5989.0
484030009,288.0
484030010,1277.0
484030011,355.0
484030012,890.0
484030013,8867.0
484030014,1359.0
484030015,2226.0
484030016,4579.0
484030017,1189.0
484030018,193.0
484030019,2250.0
484030020,2138.0
484030021,518.0
484030022,730.0
484030023,1672.0
484030024,1694.0
484030025,3525.0
484030026,2801.0
484030027,238.0
484030028,5425.0
484030029,3292.0
484030030,3342.0
484030031,911.0
484030032,1432.0
484030033,503.0
484030034,780.0
484030035,587.0
484030036,186.0
484030037,2770.0
484030038,4412.0
484030040,1349.0
484030041,4963.0
484030042,4665.0
484030043,1559.0
484030044,3371.0
484030045,1102.0
484030046,496.0
484030047,4141.0
484030049,729.0
484030050,919.0
484030051,609.0
484030052,1150.0
484030053,3806.0
484030054,19211.0
484030055,564.0
484030056,495.0
484030057,2871.0
484030058,378.0
484030060,2867.0
484030062,8054.0
484030063,552.0
484030064,377.0
484030065,804.0
484030066,2465.0
484030067,150.0
484030068,1467.0
484030069,823.0
484030070,990.0
484030071,205.0
484030072,491.0
484030073,183.0
484030074,246.0
484030075,144.0
484030076,617.0
484030077,91.0
484030078,268.0
484030079,599.0
484030080,1913.0
484030082,1750.0
484030083,102.0
484030084,2273.0
484030085,473.0
484030086,6271.0
484030087,152.0
484030089,185.0
484030090,561.0
484030091,833.0
484030092,1454.0
484030093,1201.0
484030094,499.0
484030095,1276.0
484030096,27.0
484030097,9094.0
484030098,999.0
484030099,2754.0
484030100,1615.0
484030101,210.0
484030103,629.0
484030104,194.0
484030105,181.0
484030106,628.0
484030107,116.0
484030109,751.0
484030110,97.0
484030111,373.0
484030112,1540.0
484030114,736.0
484030115,4955.0
484030116,133.0
484030118,101.0
484030121,1217.0
484030122,5008.0
484030123,269.0
484030124,572.0
484030125,1425.0
484030126,224.0
484030127,634.0
484030128,2253.0
484030129,3132.0
484030130,571.0
484030131,743.0
484030132,356.0
484030133,426.0
484030134,141.0
484030135,2956.0
484030136,437.0
484030137,137.0
484030138,1232.0
484030139,278.0
484030142,192.0
484030143,931.0
484030144,547.0
484030145,90.0
484030146,293.0
484030148,211.0
484030149,1085.0
484030150,889.0
484030151,815.0
484030152,970.0
484030153,1124.0
484030154,4918.0
484030155,750.0
484030156,393.0
484030157,1309.0
484030158,1897.0
484030159,865.0
484030160,1241.0
484030161,430.0
484030162,2230.0
484030163,363.0
484030164,1248.0
484030166,2976.0
484030167,1898.0
484030168,5464.0
484030169,1476.0
484030170,100.0
484030171,1258.0
484030172,683.0
484030173,335.0
484030174,766.0
484030175,7838.0
484030176,1716.0
484030177,1342.0
484030178,9869.0
484030179,676.0
484030180,666.0
484030181,1272.0
484030182,760.0
484030183,103.0
484030184,3543.0
484030185,4480.0
484030186,5202.0
484030187,431.0
484030188,185.0
484030189,2703.0
484030190,4209.0
484030191,214.0
484030193,1226.0
484030194,493.0
484030195,172.0
484031001,36.0
484031002,85.0
484031003,495.0
484031004,113.0
484031005,529.0
484031006,1370.0
484031007,78.0
484031008,873.0
484031009,559.0
484031010,81.0
484031012,454.0
484031013,152.0
484031014,479.0
484031015,52.0
484031016,505.0
484031017,217.0
484031018,191.0
484031019,193.0
484031020,411.0
484031021,986.0
484031022,40.0
484031023,186.0
484031024,482.0
484031025,1465.0
484031026,205.0
484031027,451.0
484031028,129.0
484031029,762.0
484031030,699.0
484031031,107.0
484031032,334.0
484031033,64.0
484031034,69.0
484031035,104.0
484031036,120.0
484031037,364.0
484031038,459.0
484031039,423.0
484031040,866.0
484031041,1990.0
484031042,113.0
484031043,758.0
484031044,723.0
484031045,42.0
484031046,1044.0
484031047,617.0
484031048,115.0
484031049,138.0
484031050,14531.0
484031051,241.0
484031052,849.0
484031053,278.0
484031054,48.0
484031055,178.0
484031056,1429.0
484031057,165.0
484031058,1127.0
484031060,29.0
484031061,69.0
484031062,145.0
484031063,92.0
484031064,65.0
484031065,152.0
484031066,2000.0
484031067,411.0
484031068,63.0
484031069,109.0
484031070,514.0
484031071,11.0
484031072,24.0
484031073,26.0
484031074,44.0
484031075,164.0
484031076,80.0
484031077,178.0
484031078,499.0
484031079,932.0
484031080,504.0
484031081,68.0
484031082,68.0
484031083,52.0
484031084,82.0
484031085,47.0
484031086,121.0
484031087,1034.0
484031088,92.0
484031089,524.0
484031090,239.0
484031091,149.0
484031092,121.0
484031093,851.0
484031094,880.0
484031095,467.0
484031096,187.0
484031097,107.0
484031098,550.0
484031099,293.0
484031100,821.0
484031101,500.0
484031102,730.0
484031103,151.0
484031104,106.0
484031105,527.0
484031106,0.0
484032001,837.0
484032002,1516.0
484032003,705.0
484032004,575.0
484032005,1002.0
484032008,442.0
484032009,707.0
484032011,656.0
484032012,923.0
484032014,140.0
484032015,2097.0
484032016,4025.0
484032017,1289.0
484032018,2309.0
484032019,2663.0
484032020,361.0
484032021,1859.0
484032022,3240.0
484032023,5266.0
484032024,1452.0
484032027,352.0
484032028,2244.0
484032029,1210.0
484032030,754.0
484032031,1269.0
484032032,248.0
484032033,1677.0
484032034,314.0
484032035,2542.0
484032036,225.0
484032041,304.0
484032042,2332.0
484032043,1077.0
484032044,578.0
484032045,2628.0
484032047,597.0
484032049,740.0
484032050,1006.0
484032051,976.0
484032052,726.0
484032053,5432.0
484002001,12280.0
484002002,18977.0
484002003,3162.0
484002004,38455.0
484003001,10387.0
484004002,1863.0
484004003,7707.0
484005002,3482.0
484005005,14.0
484005006,918.0
484005007,532.0
484005009,961.0
484005011,92.0
484005012,86.0
484005020,884.0
484005023,420.0
484005024,385.0
484005026,114.0
484005027,2791.0
484005030,11983.0
484005031,370.0
484005033,3561.0
484005034,42.0
484005035,10372.0
484005036,562.0
484005037,192.0
484005038,190.0
484006001,6038.0
484006008,4627.0
484007005,140.0
484007009,1590.0
484007012,88.0
484007013,240.0
484007017,1724.0
484007018,120.0
484007021,140.0
484007025,42.0
484007029,0.0
484007033,204.0
484007035,269.0
484007042,54.0
484007043,57.0
484007045,30.0
484007046,405.0
484007048,161.0
484007052,9794.0
484007054,992.0
484007055,38.0
484007059,2545.0
484007060,56.0
484007061,1808.0
484007062,42.0
484007063,47.0
484007065,702.0
484007067,63.0
484007068,368.0
484007072,351.0
484007073,75.0
484007074,572.0
484007079,753.0
484007084,42.0
484007085,15.0
484007086,35.0
484007087,775.0
484007088,144.0
484007090,107.0
484007091,69.0
484007092,459.0
484007096,3731.0
484007100,6744.0
484007101,436.0
484007107,2721.0
484008001,304.0
484008002,1212.0
484008003,331.0
484008004,21.0
484008005,395.0
484008006,190.0
484008007,675.0
484008009,965.0
484008010,1599.0
484008011,356.0
484008012,344.0
484008014,138.0
484008016,8016.0
484008018,23255.0
484008022,132.0
484008024,536.0
484008026,183.0
484008027,316.0
484008029,3062.0
484008032,717.0
484008033,417.0
484008034,2712.0
484008035,50247.0
484008036,296.0
484008038,1914.0
484008040,173.0
484008041,372.0
484008044,86.0
484008045,64.0
484008046,1753.0
484008048,3584.0
484008049,63.0
484008050,1408.0
484008051,227.0
484008052,404.0
484008053,535.0
484008059,108.0
484008060,1530.0
484008061,63.0
484008063,104.0
484008064,0.0
484010001,5348.0
484010004,1607.0
484010005,31227.0
484010006,1011.0
484010009,262.0
484010010,155.0
484010011,340.0
484010013,1908.0
484010014,777.0
484010017,561.0
484010018,589.0
484010019,304.0
484010023,580.0
484010025,211.0
484010026,400.0
484010027,694.0
484010032,4817.0
484010034,1450.0
484010035,643.0
484010036,634.0
484011030,31486.0
484012022,1904.0
484012038,5576.0
484014020,153.0
484014042,768.0
484014061,376.0
484014084,970.0
484014100,2117.0
484016008,1515.0
484016010,884.0
484016050,7084.0
484018004,10387.0
484018009,901.0
484018012,1825.0
484018015,12235.0
484018019,396.0
484019005,990.0
484019013,48.0
484019014,1267.0
484019017,498.0
484019022,432.0
484019032,148.0
484019037,88.0
484019038,1500.0
484020005,417.0
484020010,208.0
484020014,270.0
484020025,212.0
484020030,57.0
484020043,901.0
484020053,0.0
484020057,647.0
484020066,78.0
484020075,42.0
484020079,2080.0
484020124,176.0
484020125,475.0
484020130,110.0
484020141,99.0
484020143,83.0
484020197,749.0
484020247,124.0
484020264,176.0
484020281,66.0
484020304,24.0
484020307,102.0
484020326,160.0
484020406,714.0
484020420,183.0
484020426,483.0
484020440,158.0
484020470,18.0
484020503,84.0
484020506,23.0
484020511,390.0
484020523,24.0
484020553,20.0
484023001,19928.0
484024010,6063.0
484024024,14402.0
484024033,1176.0
484025001,10787.0
484025002,352.0
484025003,1412.0
484025006,23021.0
484025007,1754.0
484025010,2960.0
484025011,8748.0
484025012,7086.0
484025013,3635.0
484025015,714.0
484025016,5978.0
484026002,2587.0
484026003,222.0
484026004,138.0
484026012,955.0
484026017,1546.0
484026018,9153.0
484026019,1460.0
484026020,31.0
484026021,0.0
484026025,2357.0
484026026,1439.0
484026027,321.0
484026029,3888.0
484026030,22191.0
484026033,398.0
484026035,418.0
484026036,601.0
484026038,178.0
484026042,2864.0
484026047,93.0
484026048,1252.0
484026049,17.0
484026051,34.0
484026052,154.0
484026055,9810.0
484026057,28.0
484026065,8.0
484026066,285.0
484026069,56.0
484027001,2450.0
484027002,3471.0
484027003,454.0
484027005,3021.0
484027006,1377.0
484027008,4723.0
484027009,350.0
484027010,1231.0
484027013,1596.0
484027014,1016.0
484027016,341.0
484028008,55.0
484028014,128.0
484028015,15815.0
484028022,9149.0
484028023,122.0
484028027,8441.0
484028033,1372.0
484028035,667.0
484028038,2463.0
484030039,5791.0
484030048,2539.0
484030059,482.0
484030061,13718.0
484030081,280.0
484030088,1233.0
484030102,1751.0
484030108,1026.0
484030113,354.0
484030117,175.0
484030119,254.0
484030120,5829.0
484030140,742.0
484030141,337.0
484030147,156.0
484030165,298.0
484030192,48.0
484031011,44.0
484031059,552.0
484032006,558.0
484032007,280.0
484032010,13945.0
484032013,4126.0
484032025,444.0
484032026,82.0
484032037,10274.0
484032038,9365.0
484032039,4376.0
484032040,6421.0
484032046,5722.0
484032048,2824.0
