GEO2_MX,perc_migrants
484001001,0.037139251039850475
484001002,0.10942245285610203
484001003,0.19334445907928466
484001004,0.06663680080828568
484001005,0.031900633132373034
484001006,0.017877269646213452
484001007,0.1396283756885125
484001008,0.058882153424083955
484005001,1.1777561353489792
484005003,0.0734536916968042
484005004,0.013555890535127041
484005008,0.08073950050864484
484005010,0.03595267042193103
484005013,0.05519691449650823
484005014,0.09513580551092111
484005015,0.06064450438266513
484005016,0.1093337453159377
484005017,0.0034323786899375717
484005018,0.012495090343231033
484005019,0.06879978226378797
484005021,0.058774062065681955
484005022,0.050790881775065126
484005025,0.02966974273407408
484005028,0.026141595366888898
484005029,0.1185376786463087
484005032,0.07156656155747208
484006002,0.03467241355152124
484006003,0.06686481841126361
484006004,0.17488832562186002
484006005,0.07244289943020348
484006006,0.10310396309085164
484006007,0.061887584760242226
484006009,0.08747124618630096
484008004,0.14838835581944326
484008006,0.2082846973611456
484008008,0.003734707460675913
484008013,0.04483041867638811
484008015,0.1709777758556882
484008017,0.00950897810706449
484008019,0.020633104636395873
484008020,0.02350623593431905
484008021,0.026489999031615325
484008022,0.5590422205434366
484008023,0.0414759964119548
484008024,0.1336481158685524
484008025,0.4024888687966758
484008028,0.01515802644155035
484008030,0.06028334920815517
484008031,0.2974342338686853
484008037,0.11448197255911276
484008039,0.009225304191645318
484008041,0.03260506049638107
484008042,0.06414708029446704
484008043,0.048247790431870725
484008047,0.03786711400032191
484008051,0.10580794426479989
484008054,0.06934659459368059
484008055,0.022415209338194055
484008056,0.019181594864791884
484008057,0.016612356291469715
484008058,0.02839520334232097
484008062,0.035312908237987564
484008065,0.09656517770657783
484009001,0.01721883450368353
484009002,0.01410129921355226
484009003,0.024469696853736213
484009004,0.007365976667594925
484009005,0.010547425410113291
484009006,0.02742581159391861
484010002,0.1105300231601879
484010003,0.22304891506077235
484010007,0.013609318119092256
484010008,0.02136726961849481
484010012,0.021302451961076996
484010015,0.05654922934045417
484010016,0.01669932067175356
484010019,0.033995669089023565
484010020,0.024401524754249296
484010021,0.02709513076594668
484010022,0.12116931585985172
484010024,0.05029572771487834
484010025,0.0649466321850238
484010027,0.060818322988885454
484010028,0.09948393148490467
484010029,0.0976370697702027
484010030,0.374706230419656
484010031,0.5723057595964882
484010033,0.16376460302591173
484010037,0.05770915137998895
484010038,0.10185113101463647
484011001,0.015272605493129508
484011002,0.02650811953331972
484011003,0.033970690484421154
484011004,0.07044568097527307
484011005,0.03654024608982467
484011006,0.17062509294224093
484011007,0.02843270601237389
484011008,0.04440021578574172
484011009,0.025528402476520915
484011010,0.2838530125156754
484011011,0.04531672537537948
484011012,0.08203944021169124
484011013,0.078547843387759
484011014,0.027843931918408588
484011015,0.011385706658902208
484011016,0.07956771249334088
484011017,0.02292229560690569
484011018,0.022510874229943956
484011019,0.06449034634853493
484011020,0.014463777041431602
484011021,0.05999343589333434
484011022,0.04519494675801739
484011023,0.04254103960608948
484011024,0.14421236280311936
484011025,0.02540826209899948
484011026,0.118300775804449
484011027,0.036068031511144155
484011028,0.023360723976753255
484011029,0.13530501672103395
484011031,0.05000974863754058
484011032,0.02062014113249851
484011033,0.026487974152838534
484011034,0.4168584675535929
484011035,0.017948492160548696
484011036,0.13214531963898346
484011037,0.012724983908005659
484011038,0.13285922715682033
484011039,0.031171426771620103
484011040,0.03816149912873595
484011041,0.11087502954860277
484011042,0.012941238844387361
484011043,0.10977267257988056
484011044,0.03938911655690829
484011045,0.11502194823914716
